ORDER_ID,CUSTOMER_ID,ORDER_TS,REGION,PRIORITY,PACKAGE_WEIGHT_KG,DISTANCE_KM
ORD001314,CUST00049,2026-03-31 09:08:00,EAST,PRIORITY,1.49,29.4
ORD001315,CUST00692,2026-01-08 14:45:00,EAST,EXPRESS,19.04,55.5
ORD001316,CUST00022,2026-05-14 23:41:00,CENTRAL,STANDARD,9.64,108.6
ORD001317,CUST00769,2026-03-03 08:24:00,EAST,EXPRESS,21.37,94.3
ORD001318,CUST01002,2026-02-21 12:30:00,EAST,STANDARD,11.36,80.9
ORD001319,CUST00220,2026-02-14 11:30:00,NORTH,STANDARD,1.81,69.1
ORD001320,CUST00699,2026-04-23 15:43:00,NORTH,STANDARD,15.73,104.7
ORD001321,CUST00250,2026-01-11 11:23:00,SOUTH,STANDARD,18.7,10.7
ORD001322,CUST00103,2026-05-11 18:31:00,NORTH,STANDARD,15.71,23.9
ORD001323,CUST00961,2026-02-22 16:34:00,CENTRAL,EXPRESS,1.72,23.0
ORD001324,CUST01179,2026-02-04 17:15:00,NORTH,EXPRESS,2.08,23.3
ORD001325,CUST00608,2026-04-20 18:13:00,WEST,STANDARD,7.28,51.8
ORD001326,CUST00516,2026-02-21 11:40:00,SOUTH,STANDARD,1.76,42.0
ORD001327,CUST00025,2026-05-16 17:45:00,NORTH,STANDARD,19.33,109.8
ORD001328,CUST00734,2026-05-16 08:41:00,WEST,STANDARD,7.65,59.2
ORD001329,CUST00088,2026-05-07 00:26:00,EAST,STANDARD,22.02,39.6
ORD001330,CUST00790,2026-03-18 15:14:00,NORTH,EXPRESS,19.75,46.4
ORD001331,CUST00890,2026-05-25 07:34:00,SOUTH,STANDARD,23.66,26.8
ORD001332,CUST01019,2026-03-13 15:41:00,SOUTH,STANDARD,23.89,66.4
ORD001333,CUST00887,2026-03-21 11:00:00,SOUTH,STANDARD,16.71,43.1
ORD001334,CUST01063,2026-04-01 05:19:00,SOUTH,STANDARD,0.52,37.7
ORD001335,CUST00879,2026-04-22 14:14:00,NORTH,STANDARD,13.33,41.6
ORD001336,CUST00855,2026-02-15 01:16:00,SOUTH,PRIORITY,17.27,109.3
ORD001337,CUST00698,2026-04-16 07:54:00,EAST,EXPRESS,22.57,115.9
ORD001338,CUST01154,2026-03-27 18:22:00,NORTH,STANDARD,22.04,46.7
ORD001339,CUST01006,2026-03-26 11:31:00,CENTRAL,PRIORITY,23.69,87.6
ORD001340,CUST00294,2026-03-08 11:23:00,NORTH,STANDARD,5.74,1.4
ORD001341,CUST00559,2026-02-28 12:15:00,WEST,PRIORITY,15.2,64.8
ORD001342,CUST01033,2026-02-21 16:04:00,SOUTH,EXPRESS,10.69,98.4
ORD001343,CUST00296,2026-02-24 03:41:00,NORTH,STANDARD,16.17,51.1
ORD001344,CUST00910,2026-05-19 07:46:00,EAST,STANDARD,6.98,33.8
ORD001345,CUST00264,2026-03-01 00:21:00,NORTH,STANDARD,21.72,66.8
ORD001346,CUST00664,2026-03-14 06:07:00,SOUTH,STANDARD,20.93,5.1
ORD001347,CUST01048,2026-01-11 10:03:00,SOUTH,STANDARD,23.19,17.6
ORD001348,CUST00732,2026-03-03 19:26:00,NORTH,STANDARD,18.82,59.6
ORD001349,CUST00811,2026-05-07 16:41:00,SOUTH,STANDARD,2.42,25.7
ORD001350,CUST01143,2026-01-05 15:50:00,NORTH,EXPRESS,17.49,58.0
ORD001351,CUST00282,2026-04-02 09:05:00,EAST,STANDARD,18.95,80.8
ORD001352,CUST01127,2026-01-13 14:55:00,NORTH,STANDARD,1.09,28.3
ORD001353,CUST01192,2026-03-09 06:19:00,CENTRAL,EXPRESS,4.27,26.3
ORD001354,CUST00796,2026-01-30 08:27:00,SOUTH,EXPRESS,6.56,24.3
ORD001355,CUST00925,2026-01-06 11:54:00,WEST,EXPRESS,16.35,61.9
ORD001356,CUST00422,2026-02-06 16:26:00,CENTRAL,EXPRESS,7.61,83.1
ORD001357,CUST00112,2026-04-29 04:24:00,SOUTH,STANDARD,22.13,31.0
ORD001358,CUST00684,2026-02-07 19:34:00,WEST,PRIORITY,9.84,40.0
ORD001359,CUST01149,2026-04-19 21:11:00,EAST,EXPRESS,16.74,112.6
ORD001360,CUST00562,2026-01-01 06:02:00,EAST,STANDARD,18.27,115.4
ORD001361,CUST00391,2026-03-19 06:50:00,EAST,STANDARD,10.55,3.7
ORD001362,CUST00420,2026-01-23 03:42:00,NORTH,EXPRESS,23.31,21.8
ORD001363,CUST00933,2026-04-16 19:05:00,CENTRAL,STANDARD,0.76,68.0
ORD001364,CUST00077,2026-04-01 19:16:00,WEST,EXPRESS,10.43,116.8
ORD001365,CUST00576,2026-05-10 11:36:00,EAST,EXPRESS,5.23,32.8
ORD001366,CUST00091,2026-04-13 18:42:00,WEST,STANDARD,17.63,95.2
ORD001367,CUST00753,2026-03-25 07:25:00,WEST,STANDARD,9.46,108.3
ORD001368,CUST00763,2026-03-27 08:28:00,EAST,EXPRESS,3.86,81.0
ORD001369,CUST00178,2026-04-20 20:50:00,EAST,EXPRESS,8.45,43.7
ORD001370,CUST00298,2026-04-20 06:09:00,EAST,STANDARD,20.83,20.0
ORD001371,CUST00168,2026-05-31 03:40:00,WEST,EXPRESS,24.76,65.7
ORD001372,CUST00338,2026-05-15 21:50:00,SOUTH,EXPRESS,19.74,59.2
ORD001373,CUST01072,2026-04-30 20:00:00,WEST,STANDARD,8.91,49.6
ORD001374,CUST00386,2026-05-11 15:08:00,NORTH,EXPRESS,24.24,96.2
ORD001375,CUST00496,2026-05-18 20:08:00,WEST,STANDARD,5.39,77.0
ORD001376,CUST00147,2026-01-13 10:49:00,EAST,STANDARD,3.15,113.4
ORD001377,CUST00703,2026-03-12 20:05:00,EAST,STANDARD,10.83,71.2
ORD001378,CUST00720,2026-01-06 21:37:00,EAST,EXPRESS,21.56,46.7
ORD001379,CUST01005,2026-01-06 05:23:00,WEST,STANDARD,12.29,108.8
ORD001380,CUST00193,2026-03-25 00:33:00,WEST,EXPRESS,6.19,118.1
ORD001381,CUST00925,2026-02-09 16:08:00,CENTRAL,STANDARD,0.46,16.3
ORD001382,CUST01158,2026-03-12 21:58:00,CENTRAL,EXPRESS,1.41,70.7
ORD001383,CUST00601,2026-01-30 21:02:00,NORTH,STANDARD,8.42,14.1
ORD001384,CUST00362,2026-05-21 20:56:00,WEST,STANDARD,4.73,41.5
ORD001385,CUST00238,2026-01-19 17:37:00,SOUTH,STANDARD,18.56,113.7
ORD001386,CUST00043,2026-05-10 05:05:00,CENTRAL,EXPRESS,9.33,65.7
ORD001387,CUST00894,2026-04-12 16:48:00,WEST,STANDARD,2.36,105.5
ORD001388,CUST00282,2026-01-23 06:42:00,NORTH,STANDARD,14.35,80.1
ORD001389,CUST00979,2026-01-13 09:56:00,SOUTH,STANDARD,3.07,5.7
ORD001390,CUST00762,2026-01-12 04:07:00,CENTRAL,EXPRESS,3.0,80.2
ORD001391,CUST00655,2026-02-14 14:38:00,WEST,EXPRESS,4.88,57.5
ORD001392,CUST01109,2026-05-27 14:09:00,NORTH,STANDARD,3.35,61.7
ORD001393,CUST01160,2026-01-31 05:43:00,SOUTH,EXPRESS,10.46,75.4
ORD001394,CUST00657,2026-05-23 08:37:00,WEST,STANDARD,16.86,111.8
ORD001395,CUST00261,2026-03-29 12:22:00,CENTRAL,PRIORITY,12.84,49.4
ORD001396,CUST00887,2026-04-20 10:39:00,NORTH,STANDARD,14.13,84.8
ORD001397,CUST00806,2026-02-21 08:58:00,WEST,EXPRESS,24.67,41.6
ORD001398,CUST01148,2026-05-05 10:30:00,CENTRAL,STANDARD,19.69,17.3
ORD001399,CUST00702,2026-04-08 05:34:00,CENTRAL,EXPRESS,1.76,75.9
ORD001400,CUST00664,2026-02-13 20:01:00,CENTRAL,STANDARD,24.31,23.8
ORD001401,CUST00869,2026-05-03 03:53:00,SOUTH,EXPRESS,22.29,17.6
ORD001402,CUST00419,2026-05-26 12:38:00,WEST,STANDARD,4.5,87.2
ORD001403,CUST00375,2026-04-29 02:52:00,WEST,STANDARD,9.91,86.3
ORD001404,CUST00518,2026-01-23 21:38:00,WEST,EXPRESS,24.6,1.4
ORD001405,CUST01128,2026-04-17 11:42:00,EAST,STANDARD,10.63,32.6
ORD001406,CUST00245,2026-01-26 16:28:00,SOUTH,STANDARD,19.05,119.3
ORD001407,CUST01124,2026-04-08 16:25:00,EAST,STANDARD,2.58,89.4
ORD001408,CUST00568,2026-02-21 23:38:00,WEST,STANDARD,5.67,72.8
ORD001409,CUST00048,2026-04-12 01:11:00,CENTRAL,STANDARD,5.65,96.9
ORD001410,CUST00553,2026-05-28 14:58:00,WEST,STANDARD,6.31,49.4
ORD001411,CUST00356,2026-02-10 08:41:00,EAST,STANDARD,6.12,37.7
ORD001412,CUST00837,2026-05-10 22:37:00,WEST,STANDARD,18.53,46.8
ORD001413,CUST00557,2026-02-07 14:13:00,WEST,STANDARD,21.9,41.7
ORD001414,CUST00764,2026-01-27 13:23:00,NORTH,EXPRESS,17.53,45.9
ORD001415,CUST00724,2026-03-15 23:55:00,EAST,STANDARD,7.41,28.5
ORD001416,CUST00045,2026-03-13 00:59:00,CENTRAL,STANDARD,9.65,59.4
ORD001417,CUST00523,2026-03-05 15:26:00,SOUTH,STANDARD,22.81,31.9
ORD001418,CUST00075,2026-03-11 16:33:00,EAST,STANDARD,5.87,85.1
ORD001419,CUST00103,2026-02-15 19:58:00,NORTH,STANDARD,6.53,18.7
ORD001420,CUST01067,2026-01-13 09:45:00,SOUTH,EXPRESS,15.6,69.1
ORD001421,CUST00867,2026-01-31 19:40:00,SOUTH,STANDARD,24.04,72.7
ORD001422,CUST00255,2026-05-23 01:45:00,WEST,STANDARD,9.35,22.3
ORD001423,CUST00667,2026-02-01 12:34:00,EAST,STANDARD,0.71,61.0
ORD001424,CUST00271,2026-02-14 06:59:00,CENTRAL,EXPRESS,14.43,34.2
ORD001425,CUST00509,2026-01-30 18:10:00,CENTRAL,EXPRESS,1.86,45.9
ORD001426,CUST00809,2026-04-11 10:21:00,CENTRAL,EXPRESS,22.24,56.5
ORD001427,CUST00515,2026-04-06 13:04:00,WEST,STANDARD,21.48,16.0
ORD001428,CUST00845,2026-03-11 21:29:00,WEST,STANDARD,0.79,59.0
ORD001429,CUST00922,2026-04-18 17:37:00,SOUTH,EXPRESS,7.69,30.1
ORD001430,CUST00953,2026-03-09 21:24:00,SOUTH,STANDARD,10.51,7.1
ORD001431,CUST00109,2026-03-06 01:35:00,WEST,PRIORITY,22.2,104.8
ORD001432,CUST00982,2026-01-13 14:01:00,EAST,STANDARD,7.9,61.3
ORD001433,CUST00553,2026-01-12 03:39:00,NORTH,STANDARD,15.84,45.2
ORD001434,CUST00754,2026-01-10 12:27:00,CENTRAL,STANDARD,22.11,91.3
ORD001435,CUST01160,2026-04-03 08:31:00,NORTH,PRIORITY,4.0,99.1
ORD001436,CUST00403,2026-01-18 05:09:00,CENTRAL,STANDARD,9.98,6.0
ORD001437,CUST00857,2026-04-14 21:17:00,SOUTH,STANDARD,20.68,19.0
ORD001438,CUST00077,2026-02-18 14:01:00,WEST,EXPRESS,5.63,109.9
ORD001439,CUST00942,2026-05-29 00:19:00,EAST,EXPRESS,24.49,102.2
ORD001440,CUST01066,2026-05-05 12:19:00,EAST,EXPRESS,19.5,30.2
ORD001441,CUST00673,2026-04-03 21:08:00,EAST,STANDARD,18.16,49.2
ORD001442,CUST00449,2026-02-15 12:45:00,WEST,PRIORITY,23.17,84.0
ORD001443,CUST00859,2026-04-14 09:23:00,EAST,STANDARD,6.21,75.1
ORD001444,CUST00849,2026-03-28 09:19:00,NORTH,STANDARD,9.39,37.7
ORD001445,CUST00831,2026-03-20 13:09:00,SOUTH,STANDARD,15.34,20.6
ORD001446,CUST00169,2026-05-26 04:37:00,NORTH,STANDARD,10.83,107.7
ORD001447,CUST00364,2026-01-07 04:48:00,SOUTH,STANDARD,21.12,81.8
ORD001448,CUST00080,2026-04-17 08:34:00,NORTH,PRIORITY,15.44,98.8
ORD001449,CUST00221,2026-02-18 21:59:00,CENTRAL,STANDARD,20.95,9.5
ORD001450,CUST00323,2026-04-28 09:20:00,CENTRAL,STANDARD,15.24,83.0
ORD001451,CUST00969,2026-05-28 18:07:00,WEST,STANDARD,12.82,35.9
ORD001452,CUST00945,2026-01-28 07:46:00,SOUTH,STANDARD,1.66,105.1
ORD001453,CUST00306,2026-05-12 19:49:00,NORTH,STANDARD,8.45,39.1
ORD001454,CUST01131,2026-05-14 00:42:00,CENTRAL,STANDARD,17.79,107.6
ORD001455,CUST00393,2026-03-05 01:42:00,NORTH,STANDARD,21.06,96.6
ORD001456,CUST00663,2026-03-24 02:23:00,SOUTH,EXPRESS,18.68,85.2
ORD001457,CUST00514,2026-03-17 22:39:00,NORTH,STANDARD,24.71,18.6
ORD001458,CUST00370,2026-03-18 07:42:00,NORTH,EXPRESS,15.86,85.7
ORD001459,CUST00215,2026-03-30 03:22:00,CENTRAL,STANDARD,3.87,82.0
ORD001460,CUST00403,2026-03-21 10:16:00,NORTH,STANDARD,18.03,66.1
ORD001461,CUST00682,2026-01-04 12:16:00,WEST,STANDARD,24.13,8.5
ORD001462,CUST00457,2026-03-24 00:53:00,EAST,STANDARD,16.37,5.6
ORD001463,CUST00009,2026-04-07 20:51:00,SOUTH,STANDARD,23.81,54.5
ORD001464,CUST00561,2026-04-08 16:34:00,CENTRAL,PRIORITY,0.61,104.4
ORD001465,CUST01094,2026-05-01 15:12:00,CENTRAL,STANDARD,3.07,28.9
ORD001466,CUST00880,2026-01-15 18:06:00,EAST,EXPRESS,23.68,3.5
ORD001467,CUST00527,2026-03-17 21:40:00,SOUTH,PRIORITY,5.26,20.5
ORD001468,CUST00157,2026-01-29 13:41:00,NORTH,EXPRESS,0.28,29.5
ORD001469,CUST00692,2026-01-23 08:34:00,CENTRAL,EXPRESS,19.53,56.4
ORD001470,CUST00189,2026-03-06 13:19:00,SOUTH,STANDARD,4.89,113.4
ORD001471,CUST00299,2026-03-04 12:39:00,SOUTH,STANDARD,17.3,24.1
ORD001472,CUST01050,2026-05-22 11:47:00,WEST,STANDARD,4.92,76.9
ORD001473,CUST01013,2026-04-12 17:34:00,WEST,STANDARD,16.13,24.7
ORD001474,CUST00763,2026-04-29 08:17:00,EAST,STANDARD,20.97,116.4
ORD001475,CUST01067,2026-04-13 10:50:00,NORTH,STANDARD,11.94,66.9
ORD001476,CUST00504,2026-02-27 01:24:00,CENTRAL,EXPRESS,7.48,103.2
ORD001477,CUST00529,2026-05-29 17:49:00,WEST,PRIORITY,7.16,102.1
ORD001478,CUST00047,2026-01-06 00:14:00,EAST,STANDARD,17.85,104.5
ORD001479,CUST00195,2026-02-18 08:18:00,EAST,STANDARD,3.27,69.6
ORD001480,CUST01127,2026-05-18 15:56:00,CENTRAL,PRIORITY,2.18,85.8
ORD001481,CUST00206,2026-03-15 17:34:00,NORTH,STANDARD,21.97,12.1
ORD001482,CUST00009,2026-01-20 16:44:00,WEST,STANDARD,20.28,49.3
ORD001483,CUST00508,2026-01-16 04:18:00,EAST,STANDARD,16.28,68.7
ORD001484,CUST01044,2026-02-13 16:24:00,WEST,STANDARD,13.17,33.5
ORD001485,CUST00122,2026-03-20 11:29:00,SOUTH,EXPRESS,9.83,99.2
ORD001486,CUST01185,2026-02-22 14:49:00,EAST,STANDARD,21.43,15.8
ORD001487,CUST00003,2026-01-22 02:44:00,WEST,STANDARD,18.72,83.3
ORD001488,CUST00083,2026-02-12 06:37:00,SOUTH,EXPRESS,18.34,82.4
ORD001489,CUST01177,2026-01-01 18:18:00,SOUTH,EXPRESS,20.78,2.6
ORD001490,CUST00253,2026-03-09 09:07:00,EAST,PRIORITY,9.59,62.7
ORD001491,CUST00299,2026-02-07 21:26:00,WEST,STANDARD,21.77,103.1
ORD001492,CUST00888,2026-03-26 15:25:00,SOUTH,STANDARD,22.25,8.1
ORD001493,CUST00227,2026-02-22 12:50:00,SOUTH,STANDARD,4.59,92.5
ORD001494,CUST00921,2026-02-06 19:51:00,EAST,EXPRESS,24.1,33.1
ORD001495,CUST00036,2026-05-23 10:16:00,SOUTH,EXPRESS,9.74,118.4
ORD001496,CUST00203,2026-02-19 17:33:00,CENTRAL,EXPRESS,18.71,3.4
ORD001497,CUST00517,2026-05-28 15:40:00,SOUTH,EXPRESS,16.78,67.2
ORD001498,CUST00041,2026-03-01 20:19:00,CENTRAL,STANDARD,8.66,58.2
ORD001499,CUST00871,2026-02-15 23:22:00,EAST,STANDARD,15.8,80.7
ORD001500,CUST00502,2026-03-01 08:42:00,NORTH,EXPRESS,9.05,91.3
ORD001501,CUST00883,2026-04-13 15:19:00,NORTH,EXPRESS,2.76,107.6
ORD001502,CUST00149,2026-01-19 22:19:00,CENTRAL,STANDARD,3.57,88.8
ORD001503,CUST00526,2026-01-03 09:06:00,CENTRAL,STANDARD,24.78,77.5
ORD001504,CUST00192,2026-05-27 20:54:00,EAST,EXPRESS,13.51,75.9
ORD001505,CUST01109,2026-01-31 15:47:00,NORTH,PRIORITY,12.34,119.1
ORD001506,CUST01179,2026-02-20 19:09:00,NORTH,STANDARD,8.85,43.5
ORD001507,CUST01171,2026-01-05 03:19:00,EAST,STANDARD,20.59,28.9
ORD001508,CUST00126,2026-05-01 16:50:00,WEST,STANDARD,3.54,15.0
ORD001509,CUST00885,2026-01-29 06:31:00,NORTH,EXPRESS,4.14,46.0
ORD001510,CUST00861,2026-01-21 00:09:00,NORTH,EXPRESS,5.45,19.3
ORD001511,CUST00546,2026-05-11 04:11:00,CENTRAL,EXPRESS,22.12,64.2
ORD001512,CUST01162,2026-02-09 11:54:00,WEST,STANDARD,15.35,95.6
ORD001513,CUST00042,2026-02-05 23:30:00,WEST,STANDARD,19.36,56.3
ORD001514,CUST01093,2026-01-21 20:25:00,CENTRAL,STANDARD,22.75,70.1
ORD001515,CUST01104,2026-02-12 10:45:00,SOUTH,STANDARD,1.46,103.1
ORD001516,CUST01101,2026-01-18 06:40:00,EAST,STANDARD,13.81,99.5
ORD001517,CUST00287,2026-05-27 09:47:00,SOUTH,EXPRESS,2.42,18.6
ORD001518,CUST00944,2026-01-31 05:17:00,EAST,PRIORITY,8.57,4.9
ORD001519,CUST00063,2026-01-16 11:24:00,EAST,STANDARD,18.61,76.8
ORD001520,CUST00900,2026-05-23 21:49:00,CENTRAL,EXPRESS,1.62,76.1
ORD001521,CUST00724,2026-02-27 04:50:00,WEST,EXPRESS,19.91,61.0
ORD001522,CUST01181,2026-04-09 13:21:00,WEST,STANDARD,13.15,92.4
ORD001523,CUST00087,2026-02-27 10:23:00,WEST,STANDARD,12.78,56.6
ORD001524,CUST00700,2026-01-17 09:29:00,EAST,EXPRESS,7.02,18.8
ORD001525,CUST00306,2026-05-26 11:12:00,EAST,STANDARD,24.77,45.0
ORD001526,CUST00086,2026-04-11 20:05:00,NORTH,EXPRESS,1.52,25.7
ORD001527,CUST00035,2026-05-21 20:31:00,CENTRAL,EXPRESS,23.84,102.9
ORD001528,CUST00251,2026-03-13 13:15:00,EAST,EXPRESS,3.28,67.1
ORD001529,CUST00364,2026-04-10 21:57:00,WEST,STANDARD,23.29,62.4
ORD001530,CUST00135,2026-01-27 00:13:00,WEST,EXPRESS,7.52,21.3
ORD001531,CUST00325,2026-01-05 00:28:00,SOUTH,EXPRESS,18.96,16.5
ORD001532,CUST00169,2026-03-26 08:21:00,NORTH,EXPRESS,7.43,117.9
ORD001533,CUST00596,2026-01-08 22:53:00,SOUTH,STANDARD,5.88,81.4
ORD001534,CUST00048,2026-05-02 23:26:00,NORTH,STANDARD,7.83,95.3
ORD001535,CUST00755,2026-02-14 04:52:00,CENTRAL,EXPRESS,13.06,99.8
ORD001536,CUST00127,2026-05-03 21:20:00,EAST,STANDARD,17.23,7.8
ORD001537,CUST00428,2026-05-20 12:32:00,EAST,STANDARD,13.25,70.9
ORD001538,CUST00185,2026-01-18 11:12:00,CENTRAL,STANDARD,11.77,105.6
ORD001539,CUST00494,2026-04-19 06:14:00,NORTH,EXPRESS,5.11,26.8
ORD001540,CUST00158,2026-01-16 12:24:00,CENTRAL,EXPRESS,12.52,115.4
ORD001541,CUST00834,2026-05-23 01:07:00,CENTRAL,EXPRESS,13.21,2.0
ORD001542,CUST00850,2026-01-21 15:23:00,CENTRAL,STANDARD,15.01,111.0
ORD001543,CUST01019,2026-02-18 06:56:00,EAST,EXPRESS,14.98,115.3
ORD001544,CUST00709,2026-01-25 15:07:00,NORTH,STANDARD,15.17,97.2
ORD001545,CUST00599,2026-02-11 08:43:00,SOUTH,STANDARD,12.04,100.7
ORD001546,CUST00442,2026-04-21 16:08:00,CENTRAL,STANDARD,2.02,54.7
ORD001547,CUST00189,2026-02-16 16:45:00,NORTH,EXPRESS,21.46,36.0
ORD001548,CUST00692,2026-02-13 12:18:00,WEST,PRIORITY,10.83,116.0
ORD001549,CUST00874,2026-05-23 07:12:00,NORTH,PRIORITY,23.61,105.1
ORD001550,CUST00056,2026-03-12 13:42:00,SOUTH,EXPRESS,2.0,112.9
ORD001551,CUST00521,2026-03-04 05:48:00,EAST,STANDARD,10.86,66.5
ORD001552,CUST00293,2026-04-24 07:58:00,SOUTH,PRIORITY,20.82,35.6
ORD001553,CUST01136,2026-01-02 03:39:00,CENTRAL,PRIORITY,19.55,41.8
ORD001554,CUST00835,2026-01-09 15:30:00,SOUTH,STANDARD,9.48,87.1
ORD001555,CUST00925,2026-05-07 01:29:00,NORTH,EXPRESS,1.38,44.8
ORD001556,CUST00928,2026-02-16 17:10:00,CENTRAL,EXPRESS,10.19,72.1
ORD001557,CUST00608,2026-04-11 20:46:00,CENTRAL,EXPRESS,18.7,81.4
ORD001558,CUST01187,2026-03-12 04:09:00,CENTRAL,STANDARD,8.39,13.3
ORD001559,CUST00359,2026-02-04 21:45:00,NORTH,STANDARD,19.55,98.5
ORD001560,CUST00113,2026-03-16 11:47:00,CENTRAL,EXPRESS,24.75,57.3
ORD001561,CUST00063,2026-04-28 02:39:00,WEST,STANDARD,5.55,67.8
ORD001562,CUST01066,2026-01-26 11:12:00,CENTRAL,EXPRESS,20.93,117.7
ORD001563,CUST00292,2026-05-07 19:07:00,CENTRAL,EXPRESS,8.67,66.4
ORD001564,CUST00545,2026-01-18 06:29:00,CENTRAL,STANDARD,9.58,49.4
ORD001565,CUST00987,2026-05-28 11:26:00,WEST,STANDARD,20.8,106.0
ORD001566,CUST00516,2026-02-05 05:02:00,EAST,STANDARD,3.89,70.9
ORD001567,CUST00061,2026-01-31 03:35:00,WEST,EXPRESS,0.22,80.5
ORD001568,CUST00113,2026-01-22 12:14:00,WEST,STANDARD,2.06,80.5
ORD001569,CUST00136,2026-03-10 13:14:00,CENTRAL,STANDARD,16.28,10.5
ORD001570,CUST00363,2026-04-25 20:29:00,CENTRAL,STANDARD,14.65,53.8
ORD001571,CUST00452,2026-04-27 07:17:00,EAST,STANDARD,22.41,53.4
ORD001572,CUST00287,2026-05-13 10:02:00,WEST,EXPRESS,10.41,16.5
ORD001573,CUST00189,2026-05-17 00:43:00,WEST,EXPRESS,20.68,110.8
ORD001574,CUST00814,2026-04-06 15:18:00,CENTRAL,STANDARD,24.26,24.6
ORD001575,CUST00644,2026-03-07 09:35:00,SOUTH,STANDARD,22.91,48.8
ORD001576,CUST00337,2026-05-04 16:22:00,NORTH,STANDARD,4.25,46.2
ORD001577,CUST00651,2026-01-25 08:16:00,WEST,STANDARD,14.42,42.1
ORD001578,CUST00608,2026-02-26 03:43:00,EAST,STANDARD,18.2,21.1
ORD001579,CUST00811,2026-02-23 18:34:00,CENTRAL,STANDARD,20.47,52.3
ORD001580,CUST00209,2026-03-14 18:27:00,WEST,STANDARD,23.21,108.7
ORD001581,CUST00029,2026-01-30 15:30:00,NORTH,EXPRESS,22.38,71.1
ORD001582,CUST00860,2026-02-01 11:49:00,CENTRAL,STANDARD,18.42,59.5
ORD001583,CUST00475,2026-05-30 23:45:00,CENTRAL,STANDARD,3.05,62.3
ORD001584,CUST00921,2026-05-15 17:48:00,NORTH,STANDARD,17.63,65.8
ORD001585,CUST00929,2026-03-29 07:49:00,NORTH,STANDARD,23.47,29.1
ORD001586,CUST00295,2026-01-16 14:32:00,SOUTH,STANDARD,15.8,40.0
ORD001587,CUST00031,2026-05-22 18:01:00,EAST,STANDARD,11.29,13.5
ORD001588,CUST00357,2026-01-14 11:51:00,CENTRAL,STANDARD,14.28,116.3
ORD001589,CUST00550,2026-02-13 01:41:00,WEST,EXPRESS,13.64,94.2
ORD001590,CUST00471,2026-05-01 19:41:00,CENTRAL,STANDARD,18.04,86.3
ORD001591,CUST00611,2026-04-21 11:53:00,EAST,EXPRESS,15.32,66.9
ORD001592,CUST00938,2026-05-28 18:04:00,NORTH,EXPRESS,11.15,43.5
ORD001593,CUST00917,2026-03-13 08:06:00,WEST,STANDARD,19.27,79.2
ORD001594,CUST00131,2026-05-12 05:08:00,WEST,STANDARD,13.4,46.8
ORD001595,CUST00316,2026-01-24 19:44:00,EAST,STANDARD,5.06,119.3
ORD001596,CUST00487,2026-03-09 08:47:00,NORTH,EXPRESS,22.1,80.0
ORD001597,CUST00936,2026-04-14 20:50:00,NORTH,STANDARD,3.3,34.3
ORD001598,CUST00374,2026-04-06 13:34:00,WEST,STANDARD,9.97,17.7
ORD001599,CUST00273,2026-05-05 16:22:00,CENTRAL,EXPRESS,21.2,95.0
ORD001600,CUST00164,2026-05-05 20:29:00,EAST,STANDARD,19.09,87.0
ORD001601,CUST00344,2026-04-16 00:09:00,SOUTH,STANDARD,14.81,104.3
ORD001602,CUST01034,2026-01-20 14:02:00,CENTRAL,EXPRESS,9.36,4.1
ORD001603,CUST00665,2026-01-04 02:17:00,CENTRAL,STANDARD,12.3,81.9
ORD001604,CUST01050,2026-04-16 06:47:00,NORTH,PRIORITY,3.01,58.3
ORD001605,CUST01069,2026-05-09 12:49:00,EAST,STANDARD,6.87,5.5
ORD001606,CUST00221,2026-03-01 17:40:00,EAST,STANDARD,5.57,21.6
ORD001607,CUST01075,2026-01-18 23:27:00,SOUTH,EXPRESS,11.29,38.8
ORD001608,CUST00179,2026-01-07 15:45:00,EAST,STANDARD,9.7,64.0
ORD001609,CUST00270,2026-05-19 04:43:00,WEST,STANDARD,9.15,29.0
ORD001610,CUST01142,2026-05-28 13:00:00,WEST,STANDARD,23.9,103.8
ORD001611,CUST00906,2026-02-21 03:19:00,EAST,EXPRESS,3.63,85.0
ORD001612,CUST00865,2026-03-08 11:04:00,EAST,EXPRESS,21.07,35.3
ORD001613,CUST00170,2026-05-29 03:30:00,WEST,PRIORITY,0.83,112.0
ORD001614,CUST00471,2026-04-17 23:43:00,SOUTH,STANDARD,6.06,77.5
ORD001615,CUST00427,2026-01-02 06:20:00,EAST,STANDARD,1.04,25.3
ORD001616,CUST01065,2026-04-06 18:51:00,CENTRAL,STANDARD,14.74,119.4
ORD001617,CUST00867,2026-03-23 23:43:00,WEST,EXPRESS,7.46,50.2
ORD001618,CUST00756,2026-02-22 15:54:00,SOUTH,PRIORITY,1.93,27.0
ORD001619,CUST00390,2026-01-12 16:52:00,SOUTH,STANDARD,3.75,101.1
ORD001620,CUST00185,2026-04-05 20:07:00,SOUTH,STANDARD,12.34,25.3
ORD001621,CUST01091,2026-01-31 07:09:00,WEST,STANDARD,17.71,80.2
ORD001622,CUST00744,2026-04-13 13:35:00,EAST,STANDARD,9.6,103.7
ORD001623,CUST01047,2026-05-29 22:04:00,WEST,STANDARD,16.51,29.7
ORD001624,CUST00248,2026-04-28 17:53:00,WEST,STANDARD,11.54,26.6
ORD001625,CUST00060,2026-03-01 13:32:00,SOUTH,STANDARD,14.5,68.5
