ORDER_ID,COURIER,WAREHOUSE,HANDOFFS,PRIOR_DELAYS,DELIVERY_DELAY_MINUTES
ORD000530,NovaShip,WH-A1,0,4,44.8
ORD000531,SwiftRun,WH-C3,0,4,35.8
ORD000532,SwiftRun,WH-C3,1,2,42.6
ORD000533,NovaShip,WH-C3,4,5,67.6
ORD000534,NovaShip,WH-D4,0,2,84.6
ORD000535,MetroDash,WH-D4,4,5,66.4
ORD000536,RapidoLog,WH-A1,3,4,73.0
ORD000537,CityHop,WH-C3,3,2,53.2
ORD000538,RapidoLog,WH-B2,2,5,71.0
ORD000539,CityHop,WH-A1,2,8,104.1
ORD000540,CityHop,WH-B2,5,6,118.0
ORD000541,SwiftRun,WH-D4,0,7,49.2
ORD000542,NovaShip,WH-D4,2,7,48.6
ORD000543,SwiftRun,WH-B2,5,2,100.3
ORD000544,CityHop,WH-D4,5,5,111.3
ORD000545,CityHop,WH-A1,2,8,81.7
ORD000546,RapidoLog,WH-D4,5,5,84.7
ORD000547,MetroDash,WH-B2,4,6,78.4
ORD000548,SwiftRun,WH-A1,1,7,42.1
ORD000549,NovaShip,WH-D4,4,2,100.9
ORD000550,RapidoLog,WH-B2,5,8,87.5
ORD000551,RapidoLog,WH-C3,0,7,43.6
ORD000552,SwiftRun,WH-B2,3,1,62.0
ORD000553,SwiftRun,WH-D4,3,8,67.8
ORD000554,SwiftRun,WH-C3,5,4,65.6
ORD000555,CityHop,WH-A1,2,7,119.4
ORD000556,SwiftRun,WH-B2,4,2,52.9
ORD000557,NovaShip,WH-A1,2,1,83.2
ORD000558,MetroDash,WH-B2,4,5,64.1
ORD000559,RapidoLog,WH-D4,2,7,46.0
ORD000560,NovaShip,WH-D4,0,4,49.5
ORD000561,NovaShip,WH-C3,3,4,75.2
ORD000562,NovaShip,WH-B2,4,5,118.4
ORD000563,RapidoLog,WH-A1,4,1,49.4
ORD000564,NovaShip,WH-B2,4,1,75.0
ORD000565,NovaShip,WH-B2,0,2,68.4
ORD000566,CityHop,WH-C3,1,1,47.8
ORD000567,CityHop,WH-B2,3,1,68.1
ORD000568,NovaShip,WH-A1,3,4,95.9
ORD000569,SwiftRun,WH-D4,1,0,66.2
ORD000570,RapidoLog,WH-D4,3,6,71.0
ORD000571,RapidoLog,WH-A1,4,8,110.7
ORD000572,NovaShip,WH-C3,0,7,77.4
ORD000573,MetroDash,WH-C3,5,6,84.7
ORD000574,SwiftRun,WH-B2,0,3,40.0
ORD000575,RapidoLog,WH-A1,0,5,60.4
ORD000576,NovaShip,WH-B2,5,3,100.3
ORD000577,NovaShip,WH-A1,1,2,62.5
ORD000578,SwiftRun,WH-A1,3,3,67.5
ORD000579,RapidoLog,WH-C3,0,8,86.1
ORD000580,MetroDash,WH-D4,1,5,67.1
ORD000581,NovaShip,WH-D4,1,0,71.3
ORD000582,RapidoLog,WH-B2,1,2,44.2
ORD000583,SwiftRun,WH-B2,5,7,100.6
ORD000584,NovaShip,WH-A1,4,5,75.5
ORD000585,SwiftRun,WH-B2,0,2,40.9
ORD000586,CityHop,WH-C3,1,6,85.4
ORD000587,SwiftRun,WH-B2,1,0,37.3
ORD000588,CityHop,WH-B2,0,5,61.3
ORD000589,MetroDash,WH-A1,3,7,89.9
ORD000590,MetroDash,WH-C3,2,3,67.0
ORD000591,RapidoLog,WH-D4,3,2,49.4
ORD000592,MetroDash,WH-B2,0,6,54.4
ORD000593,RapidoLog,WH-B2,1,5,67.4
ORD000594,NovaShip,WH-A1,3,8,82.7
ORD000595,SwiftRun,WH-D4,1,2,51.7
ORD000596,NovaShip,WH-A1,3,7,79.3
ORD000597,SwiftRun,WH-A1,3,5,89.2
ORD000598,SwiftRun,WH-C3,5,0,83.4
ORD000599,NovaShip,WH-A1,2,5,56.3
ORD000600,RapidoLog,WH-B2,5,3,84.4
ORD000601,CityHop,WH-C3,3,7,73.7
ORD000602,NovaShip,WH-C3,5,1,84.8
ORD000603,SwiftRun,WH-A1,1,4,69.8
ORD000604,NovaShip,WH-B2,3,5,61.7
ORD000605,MetroDash,WH-C3,3,5,63.8
ORD000606,MetroDash,WH-C3,1,4,52.0
ORD000607,CityHop,WH-C3,3,2,64.5
ORD000608,MetroDash,WH-B2,1,1,61.6
ORD000609,NovaShip,WH-A1,5,5,88.1
ORD000610,RapidoLog,WH-B2,3,5,57.1
ORD000611,RapidoLog,WH-C3,4,2,56.0
ORD000612,NovaShip,WH-A1,2,0,55.6
ORD000613,MetroDash,WH-B2,2,3,58.9
ORD000614,NovaShip,WH-A1,5,5,75.4
ORD000615,CityHop,WH-C3,3,8,96.3
ORD000616,RapidoLog,WH-D4,1,1,54.6
ORD000617,SwiftRun,WH-D4,0,0,57.7
ORD000618,MetroDash,WH-B2,3,4,91.4
ORD000619,RapidoLog,WH-D4,1,0,36.2
ORD000620,MetroDash,WH-D4,5,3,100.1
ORD000621,CityHop,WH-D4,4,6,118.0
ORD000622,CityHop,WH-B2,4,0,79.0
ORD000623,CityHop,WH-C3,3,5,76.2
ORD000624,MetroDash,WH-C3,2,4,70.6
ORD000625,SwiftRun,WH-B2,4,4,75.9
ORD000626,NovaShip,WH-A1,3,7,96.8
ORD000627,CityHop,WH-B2,3,8,74.2
ORD000628,MetroDash,WH-C3,1,3,65.6
ORD000629,RapidoLog,WH-D4,0,3,54.4
ORD000630,CityHop,WH-A1,0,1,86.0
ORD000631,CityHop,WH-C3,2,2,82.5
ORD000632,NovaShip,WH-B2,5,3,96.3
ORD000633,NovaShip,WH-D4,2,2,79.0
ORD000634,CityHop,WH-A1,3,1,97.1
ORD000635,SwiftRun,WH-A1,2,7,79.1
ORD000636,RapidoLog,WH-B2,0,7,66.7
ORD000637,RapidoLog,WH-A1,0,2,20.4
ORD000638,NovaShip,WH-D4,0,3,90.7
ORD000639,CityHop,WH-D4,2,7,86.6
ORD000640,RapidoLog,WH-D4,1,2,48.0
ORD000641,MetroDash,WH-D4,4,5,74.5
ORD000642,RapidoLog,WH-B2,2,7,69.6
ORD000643,SwiftRun,WH-A1,3,1,68.6
ORD000644,CityHop,WH-B2,3,6,107.8
ORD000645,NovaShip,WH-D4,3,8,84.0
ORD000646,CityHop,WH-C3,0,0,51.1
ORD000647,CityHop,WH-D4,0,6,81.6
ORD000648,SwiftRun,WH-C3,0,5,73.2
ORD000649,NovaShip,WH-D4,2,0,89.8
ORD000650,SwiftRun,WH-B2,2,7,67.3
ORD000651,MetroDash,WH-D4,5,1,85.6
ORD000652,NovaShip,WH-A1,5,1,86.4
ORD000653,CityHop,WH-A1,5,4,92.8
ORD000654,NovaShip,WH-B2,0,8,64.4
ORD000655,RapidoLog,WH-C3,5,8,115.2
ORD000656,MetroDash,WH-C3,3,6,62.9
ORD000657,MetroDash,WH-C3,5,3,64.2
ORD000658,RapidoLog,WH-D4,5,0,60.2
ORD000659,NovaShip,WH-B2,5,0,87.0
ORD000660,RapidoLog,WH-C3,5,1,75.3
ORD000661,SwiftRun,WH-C3,3,1,64.5
ORD000662,RapidoLog,WH-B2,1,1,58.5
ORD000663,RapidoLog,WH-C3,5,1,68.5
ORD000664,SwiftRun,WH-A1,5,0,101.0
ORD000665,SwiftRun,WH-B2,3,6,94.9
ORD000666,MetroDash,WH-D4,5,5,80.7
ORD000667,RapidoLog,WH-D4,5,6,93.3
ORD000668,CityHop,WH-D4,4,8,103.5
ORD000669,RapidoLog,WH-B2,0,6,63.8
ORD000670,MetroDash,WH-D4,2,7,88.7
ORD000671,CityHop,WH-B2,0,6,77.5
ORD000672,NovaShip,WH-B2,0,7,59.9
ORD000673,MetroDash,WH-A1,2,2,74.9
ORD000674,MetroDash,WH-B2,2,4,66.5
ORD000675,CityHop,WH-B2,3,2,78.9
ORD000676,RapidoLog,WH-A1,0,7,63.8
ORD000677,NovaShip,WH-C3,0,1,63.3
ORD000678,NovaShip,WH-A1,0,4,64.1
ORD000679,NovaShip,WH-A1,4,2,78.0
ORD000680,CityHop,WH-A1,2,0,84.0
ORD000681,CityHop,WH-C3,4,5,90.9
ORD000682,RapidoLog,WH-A1,1,2,72.7
ORD000683,RapidoLog,WH-A1,3,0,41.5
ORD000684,SwiftRun,WH-C3,0,3,70.0
ORD000685,NovaShip,WH-B2,4,0,71.2
ORD000686,SwiftRun,WH-C3,5,1,71.6
ORD000687,SwiftRun,WH-A1,3,7,28.3
ORD000688,NovaShip,WH-B2,1,0,66.7
ORD000689,SwiftRun,WH-D4,2,2,60.5
ORD000690,CityHop,WH-B2,0,4,69.0
ORD000691,NovaShip,WH-B2,2,1,79.5
ORD000692,RapidoLog,WH-C3,4,2,69.2
ORD000693,MetroDash,WH-B2,3,8,96.9
ORD000694,MetroDash,WH-C3,1,8,76.7
ORD000695,SwiftRun,WH-D4,3,1,34.2
ORD000696,RapidoLog,WH-B2,1,6,70.6
ORD000697,RapidoLog,WH-D4,4,4,54.7
ORD000698,SwiftRun,WH-D4,4,0,100.1
ORD000699,RapidoLog,WH-D4,2,5,77.8
ORD000700,SwiftRun,WH-B2,0,3,32.0
ORD000701,NovaShip,WH-B2,0,4,52.3
ORD000702,RapidoLog,WH-D4,0,7,48.8
ORD000703,CityHop,WH-A1,0,6,103.0
ORD000704,NovaShip,WH-D4,1,0,48.3
ORD000705,RapidoLog,WH-D4,0,7,77.3
ORD000706,CityHop,WH-D4,1,8,66.3
ORD000707,RapidoLog,WH-B2,2,6,87.7
ORD000708,CityHop,WH-A1,5,7,102.8
ORD000709,RapidoLog,WH-C3,1,3,63.0
ORD000710,NovaShip,WH-A1,0,5,53.2
ORD000711,CityHop,WH-C3,0,8,77.9
ORD000712,RapidoLog,WH-A1,0,1,53.5
ORD000713,CityHop,WH-B2,5,4,103.1
ORD000714,SwiftRun,WH-B2,3,6,62.2
ORD000715,CityHop,WH-D4,2,3,89.0
ORD000716,RapidoLog,WH-C3,0,7,81.6
ORD000717,CityHop,WH-C3,3,2,60.7
ORD000718,NovaShip,WH-C3,3,6,57.6
ORD000719,NovaShip,WH-B2,5,6,58.0
ORD000720,RapidoLog,WH-B2,2,1,60.9
ORD000721,NovaShip,WH-C3,1,1,69.0
ORD000722,CityHop,WH-B2,2,6,96.7
ORD000723,SwiftRun,WH-A1,5,1,47.9
ORD000724,NovaShip,WH-B2,2,4,88.2
ORD000725,MetroDash,WH-A1,2,8,76.8
ORD000726,SwiftRun,WH-A1,3,2,55.4
ORD000727,NovaShip,WH-D4,2,7,73.7
ORD000728,RapidoLog,WH-B2,5,8,51.7
ORD000729,NovaShip,WH-C3,0,6,66.7
ORD000730,CityHop,WH-C3,3,0,81.6
ORD000731,CityHop,WH-B2,1,7,99.8
ORD000732,CityHop,WH-D4,3,2,74.7
ORD000733,CityHop,WH-A1,4,6,76.9
ORD000734,SwiftRun,WH-B2,5,0,90.3
ORD000735,MetroDash,WH-A1,4,8,93.5
ORD000736,MetroDash,WH-D4,0,8,62.3
ORD000737,RapidoLog,WH-B2,3,0,83.7
ORD000738,MetroDash,WH-C3,0,2,55.2
ORD000739,SwiftRun,WH-C3,3,1,70.8
ORD000740,MetroDash,WH-B2,3,8,82.1
ORD000741,SwiftRun,WH-D4,0,6,40.9
ORD000742,NovaShip,WH-B2,2,6,55.1
ORD000743,MetroDash,WH-B2,4,6,109.2
ORD000744,MetroDash,WH-A1,0,7,51.9
ORD000745,MetroDash,WH-C3,0,2,38.2
ORD000746,CityHop,WH-D4,1,8,86.8
ORD000747,CityHop,WH-B2,5,5,102.9
ORD000748,SwiftRun,WH-B2,3,8,65.7
ORD000749,SwiftRun,WH-A1,5,7,95.5
ORD000750,SwiftRun,WH-A1,3,5,93.2
ORD000751,CityHop,WH-B2,0,4,51.3
ORD000752,MetroDash,WH-A1,1,6,91.3
ORD000753,NovaShip,WH-B2,0,2,58.2
ORD000754,SwiftRun,WH-C3,5,8,84.7
ORD000755,CityHop,WH-D4,3,4,89.3
ORD000756,CityHop,WH-D4,4,7,111.7
ORD000757,SwiftRun,WH-B2,5,6,85.2
ORD000758,RapidoLog,WH-D4,0,5,63.1
ORD000759,CityHop,WH-B2,0,7,103.3
ORD000760,SwiftRun,WH-B2,0,7,43.0
ORD000761,NovaShip,WH-A1,2,6,50.1
ORD000762,RapidoLog,WH-D4,4,1,69.4
ORD000763,SwiftRun,WH-A1,4,1,62.6
ORD000764,RapidoLog,WH-B2,1,2,59.7
ORD000765,CityHop,WH-C3,4,8,103.8
ORD000766,MetroDash,WH-A1,1,8,86.4
ORD000767,MetroDash,WH-A1,2,3,91.7
ORD000768,CityHop,WH-D4,2,2,56.6
ORD000769,MetroDash,WH-D4,4,3,97.1
ORD000770,CityHop,WH-A1,0,5,74.6
ORD000771,CityHop,WH-A1,0,3,76.1
ORD000772,SwiftRun,WH-B2,2,1,57.8
ORD000773,MetroDash,WH-C3,3,3,76.6
ORD000774,MetroDash,WH-B2,1,3,64.2
ORD000775,SwiftRun,WH-B2,4,4,75.1
ORD000776,RapidoLog,WH-B2,5,1,101.2
ORD000777,NovaShip,WH-C3,3,8,88.2
ORD000778,RapidoLog,WH-A1,1,3,45.9
ORD000779,NovaShip,WH-B2,2,4,70.5
ORD000780,NovaShip,WH-C3,3,7,73.6
ORD000781,SwiftRun,WH-B2,3,3,63.7
ORD000782,MetroDash,WH-A1,0,1,76.1
ORD000783,CityHop,WH-C3,1,2,67.6
ORD000784,RapidoLog,WH-D4,4,0,63.0
ORD000785,MetroDash,WH-B2,5,3,80.8
ORD000786,CityHop,WH-B2,3,6,82.1
ORD000787,MetroDash,WH-C3,5,0,52.0
ORD000788,NovaShip,WH-C3,2,0,71.8
ORD000789,CityHop,WH-D4,3,3,71.2
ORD000790,CityHop,WH-A1,1,1,68.0
ORD000791,MetroDash,WH-A1,3,4,66.2
ORD000792,RapidoLog,WH-D4,1,1,55.9
ORD000793,MetroDash,WH-B2,1,4,48.0
ORD000794,RapidoLog,WH-C3,1,0,46.4
ORD000795,CityHop,WH-D4,3,7,73.2
ORD000796,RapidoLog,WH-B2,3,3,80.1
ORD000797,NovaShip,WH-A1,3,0,83.5
ORD000798,MetroDash,WH-D4,3,8,124.1
ORD000799,RapidoLog,WH-D4,1,4,53.2
ORD000800,RapidoLog,WH-A1,0,4,68.1
ORD000801,SwiftRun,WH-A1,4,3,88.8
ORD000802,SwiftRun,WH-B2,2,1,33.0
ORD000803,CityHop,WH-B2,3,5,102.3
ORD000804,SwiftRun,WH-D4,5,4,92.4
ORD000805,MetroDash,WH-C3,1,3,103.3
ORD000806,SwiftRun,WH-B2,5,2,59.5
ORD000807,MetroDash,WH-B2,4,6,85.9
ORD000808,SwiftRun,WH-D4,1,7,48.1
ORD000809,MetroDash,WH-D4,2,7,61.1
ORD000810,RapidoLog,WH-B2,2,2,77.8
ORD000811,RapidoLog,WH-D4,4,3,65.9
ORD000812,RapidoLog,WH-B2,4,1,71.6
ORD000813,SwiftRun,WH-B2,5,7,75.9
ORD000814,CityHop,WH-A1,1,5,97.5
ORD000815,MetroDash,WH-B2,4,6,109.1
ORD000816,MetroDash,WH-B2,1,1,50.0
ORD000817,SwiftRun,WH-D4,5,7,93.7
ORD000818,MetroDash,WH-C3,3,1,63.4
ORD000819,RapidoLog,WH-B2,3,0,85.5
ORD000820,CityHop,WH-D4,3,4,70.5
ORD000821,RapidoLog,WH-B2,1,3,90.9
ORD000822,CityHop,WH-D4,3,4,100.2
ORD000823,MetroDash,WH-B2,3,4,53.5
ORD000824,RapidoLog,WH-D4,5,3,62.5
ORD000825,SwiftRun,WH-B2,2,7,62.1
ORD000826,SwiftRun,WH-D4,3,1,61.7
ORD000827,NovaShip,WH-D4,4,4,86.3
ORD000828,MetroDash,WH-D4,5,4,59.8
ORD000829,NovaShip,WH-D4,5,4,91.5
ORD000830,RapidoLog,WH-B2,1,3,49.3
ORD000831,RapidoLog,WH-D4,5,1,87.7
ORD000832,MetroDash,WH-D4,3,1,62.3
ORD000833,SwiftRun,WH-A1,1,8,40.9
ORD000834,RapidoLog,WH-C3,2,5,55.6
ORD000835,SwiftRun,WH-C3,2,1,54.2
ORD000836,MetroDash,WH-C3,3,7,72.6
ORD000837,CityHop,WH-A1,5,5,120.1
ORD000838,SwiftRun,WH-C3,3,7,66.0
ORD000839,NovaShip,WH-A1,1,7,64.0
ORD000840,NovaShip,WH-B2,1,3,66.1
ORD000841,CityHop,WH-D4,2,3,86.6
ORD000842,CityHop,WH-B2,4,1,72.5
ORD000843,RapidoLog,WH-B2,1,4,65.7
ORD000844,CityHop,WH-B2,2,6,71.5
ORD000845,RapidoLog,WH-D4,2,5,72.5
ORD000846,RapidoLog,WH-C3,1,4,52.3
ORD000847,SwiftRun,WH-C3,2,8,70.2
ORD000848,CityHop,WH-B2,5,3,110.5
ORD000849,RapidoLog,WH-C3,5,2,95.5
ORD000850,NovaShip,WH-C3,2,3,62.1
ORD000851,SwiftRun,WH-C3,3,2,67.5
ORD000852,SwiftRun,WH-C3,5,1,77.6
ORD000853,CityHop,WH-D4,1,0,56.7
ORD000854,SwiftRun,WH-A1,1,6,60.9
ORD000855,SwiftRun,WH-D4,5,6,69.2
ORD000856,NovaShip,WH-B2,0,7,78.2
ORD000857,RapidoLog,WH-C3,4,2,54.5
ORD000858,NovaShip,WH-D4,0,8,47.8
ORD000859,SwiftRun,WH-B2,4,2,58.0
ORD000860,NovaShip,WH-C3,0,1,44.1
ORD000861,SwiftRun,WH-B2,2,0,61.3
ORD000862,NovaShip,WH-C3,4,8,98.6
ORD000863,MetroDash,WH-C3,1,2,37.2
ORD000864,CityHop,WH-D4,5,2,90.7
ORD000865,MetroDash,WH-B2,0,4,61.3
ORD000866,MetroDash,WH-D4,1,5,72.4
ORD000867,NovaShip,WH-A1,5,8,69.4
ORD000868,CityHop,WH-A1,0,6,65.8
ORD000869,CityHop,WH-D4,0,8,49.0
ORD000870,RapidoLog,WH-B2,2,8,90.0
ORD000871,NovaShip,WH-B2,5,2,86.8
ORD000872,RapidoLog,WH-B2,3,5,86.0
ORD000873,MetroDash,WH-C3,5,1,91.2
ORD000874,NovaShip,WH-A1,0,4,58.9
ORD000875,MetroDash,WH-D4,3,8,62.5
ORD000876,SwiftRun,WH-D4,5,8,89.3
ORD000877,MetroDash,WH-B2,1,1,53.6
ORD000878,CityHop,WH-B2,4,1,91.8
ORD000879,NovaShip,WH-D4,1,4,89.6
ORD000880,SwiftRun,WH-D4,2,4,51.6
ORD000881,SwiftRun,WH-A1,3,7,96.7
ORD000882,CityHop,WH-B2,3,6,66.0
ORD000883,SwiftRun,WH-D4,5,7,96.3
ORD000884,CityHop,WH-A1,1,6,74.4
ORD000885,RapidoLog,WH-C3,0,6,29.9
ORD000886,RapidoLog,WH-B2,0,1,75.8
ORD000887,SwiftRun,WH-C3,3,0,51.6
ORD000888,MetroDash,WH-C3,0,4,50.5
ORD000889,NovaShip,WH-B2,1,2,85.6
ORD000890,SwiftRun,WH-A1,3,6,57.1
ORD000891,RapidoLog,WH-A1,2,1,52.4
ORD000892,SwiftRun,WH-A1,5,5,120.0
ORD000893,CityHop,WH-D4,2,5,93.6
ORD000894,CityHop,WH-C3,1,4,51.8
ORD000895,NovaShip,WH-A1,0,3,52.4
ORD000896,MetroDash,WH-B2,0,2,43.7
ORD000897,NovaShip,WH-C3,2,7,84.6
ORD000898,SwiftRun,WH-B2,4,4,86.4
ORD000899,MetroDash,WH-D4,3,8,80.3
ORD000900,CityHop,WH-B2,1,0,71.1
ORD000901,NovaShip,WH-D4,4,8,84.5
ORD000902,MetroDash,WH-C3,0,2,61.5
ORD000903,MetroDash,WH-A1,0,5,40.7
ORD000904,CityHop,WH-C3,0,0,39.4
ORD000905,NovaShip,WH-A1,5,6,118.0
ORD000906,RapidoLog,WH-B2,3,3,85.3
ORD000907,MetroDash,WH-B2,1,7,41.3
ORD000908,NovaShip,WH-B2,0,2,46.4
ORD000909,NovaShip,WH-B2,5,0,96.8
ORD000910,MetroDash,WH-A1,2,2,52.5
ORD000911,CityHop,WH-A1,1,2,33.4
ORD000912,NovaShip,WH-C3,5,8,100.0
ORD000913,RapidoLog,WH-B2,0,3,52.3
ORD000914,SwiftRun,WH-D4,1,1,62.0
ORD000915,SwiftRun,WH-A1,4,2,86.1
ORD000916,CityHop,WH-C3,0,4,77.5
ORD000917,SwiftRun,WH-A1,1,2,57.0
ORD000918,MetroDash,WH-A1,2,2,72.7
ORD000919,RapidoLog,WH-C3,1,3,52.4
ORD000920,NovaShip,WH-D4,4,3,99.6
ORD000921,NovaShip,WH-D4,1,1,79.0
ORD000922,RapidoLog,WH-B2,1,3,76.9
ORD000923,SwiftRun,WH-D4,2,0,63.7
ORD000924,SwiftRun,WH-B2,0,0,15.8
ORD000925,NovaShip,WH-C3,3,6,77.3
ORD000926,MetroDash,WH-B2,0,6,74.9
ORD000927,NovaShip,WH-C3,5,3,103.4
ORD000928,NovaShip,WH-A1,1,6,42.5
ORD000929,RapidoLog,WH-C3,5,6,78.1
ORD000930,NovaShip,WH-C3,0,3,41.1
ORD000931,CityHop,WH-B2,4,3,73.9
ORD000932,SwiftRun,WH-A1,2,1,73.0
ORD000933,CityHop,WH-D4,5,5,125.8
ORD000934,MetroDash,WH-A1,4,6,75.6
ORD000935,SwiftRun,WH-B2,1,2,41.0
ORD000936,MetroDash,WH-C3,2,5,81.5
ORD000937,MetroDash,WH-D4,0,0,75.6
ORD000938,CityHop,WH-B2,0,4,72.1
ORD000939,CityHop,WH-D4,2,7,86.9
ORD000940,NovaShip,WH-B2,3,5,104.7
ORD000941,CityHop,WH-A1,4,0,88.5
ORD000942,RapidoLog,WH-A1,1,6,39.1
ORD000943,RapidoLog,WH-A1,0,2,58.1
ORD000944,NovaShip,WH-D4,1,7,55.4
ORD000945,MetroDash,WH-C3,4,0,73.7
ORD000946,MetroDash,WH-A1,5,6,94.6
ORD000947,CityHop,WH-D4,3,8,82.4
ORD000948,CityHop,WH-B2,1,5,89.8
ORD000949,RapidoLog,WH-C3,5,6,116.6
ORD000950,CityHop,WH-A1,1,7,61.9
ORD000951,NovaShip,WH-A1,3,2,85.7
ORD000952,NovaShip,WH-B2,4,6,110.2
ORD000953,SwiftRun,WH-C3,2,0,50.2
ORD000954,CityHop,WH-D4,4,5,85.3
ORD000955,NovaShip,WH-D4,3,4,77.4
ORD000956,SwiftRun,WH-A1,0,1,53.9
ORD000957,NovaShip,WH-A1,5,7,98.7
ORD000958,MetroDash,WH-D4,0,5,71.8
ORD000959,CityHop,WH-C3,5,4,86.1
ORD000960,SwiftRun,WH-B2,2,8,114.7
ORD000961,RapidoLog,WH-B2,4,6,83.3
ORD000962,RapidoLog,WH-C3,4,2,45.6
ORD000963,NovaShip,WH-D4,5,4,68.3
ORD000964,NovaShip,WH-B2,0,8,78.8
ORD000965,CityHop,WH-B2,1,3,82.0
ORD000966,MetroDash,WH-A1,5,1,81.9
ORD000967,MetroDash,WH-A1,0,7,72.6
ORD000968,SwiftRun,WH-B2,5,6,54.1
ORD000969,MetroDash,WH-A1,0,5,42.2
ORD000970,NovaShip,WH-A1,4,0,66.6
ORD000971,SwiftRun,WH-C3,1,3,72.3
ORD000972,NovaShip,WH-C3,3,7,105.8
ORD000973,CityHop,WH-D4,0,4,50.4
ORD000974,NovaShip,WH-A1,4,6,116.9
ORD000975,RapidoLog,WH-B2,0,8,79.6
ORD000976,MetroDash,WH-C3,1,1,53.0
ORD000977,CityHop,WH-A1,5,5,119.5
ORD000978,MetroDash,WH-A1,4,4,81.1
ORD000979,MetroDash,WH-B2,0,7,51.2
ORD000980,MetroDash,WH-A1,2,0,67.2
ORD000981,NovaShip,WH-A1,2,0,79.2
ORD000982,NovaShip,WH-C3,3,0,81.1
ORD000983,CityHop,WH-A1,0,3,75.2
ORD000984,CityHop,WH-A1,5,0,88.2
ORD000985,CityHop,WH-D4,2,2,102.2
ORD000986,RapidoLog,WH-D4,5,1,85.7
ORD000987,CityHop,WH-D4,1,1,76.9
ORD000988,MetroDash,WH-A1,0,7,53.5
ORD000989,RapidoLog,WH-A1,2,3,65.1
ORD000990,SwiftRun,WH-B2,1,5,47.2
ORD000991,CityHop,WH-D4,1,4,86.8
ORD000992,RapidoLog,WH-B2,2,0,49.6
ORD000993,SwiftRun,WH-C3,3,3,80.6
ORD000994,RapidoLog,WH-D4,1,4,57.3
ORD000995,RapidoLog,WH-A1,5,0,77.5
ORD000996,NovaShip,WH-A1,2,3,50.0
ORD000997,CityHop,WH-D4,1,2,82.1
ORD000998,NovaShip,WH-D4,5,4,91.8
ORD000999,RapidoLog,WH-B2,0,7,46.6
ORD001000,RapidoLog,WH-A1,3,3,72.4
ORD001001,MetroDash,WH-B2,1,1,64.2
ORD001002,RapidoLog,WH-C3,2,7,81.8
ORD001003,NovaShip,WH-D4,0,4,64.4
ORD001004,RapidoLog,WH-A1,1,6,46.4
ORD001005,CityHop,WH-D4,4,2,125.5
ORD001006,SwiftRun,WH-C3,4,1,90.9
ORD001007,SwiftRun,WH-A1,3,2,68.7
ORD001008,CityHop,WH-A1,3,0,70.9
ORD001009,CityHop,WH-A1,0,4,92.9
ORD001010,MetroDash,WH-D4,4,1,80.6
ORD001011,RapidoLog,WH-D4,3,1,75.2
ORD001012,MetroDash,WH-B2,2,2,97.2
ORD001013,RapidoLog,WH-B2,3,6,80.4
ORD001014,RapidoLog,WH-D4,0,8,64.4
ORD001015,MetroDash,WH-C3,1,8,90.1
ORD001016,NovaShip,WH-D4,0,1,67.9
ORD001017,RapidoLog,WH-C3,0,1,32.3
ORD001018,MetroDash,WH-B2,5,2,83.3
ORD001019,NovaShip,WH-B2,0,1,81.5
ORD001020,NovaShip,WH-D4,3,0,65.0
ORD001021,NovaShip,WH-C3,4,7,99.5
ORD001022,MetroDash,WH-B2,3,7,102.7
ORD001023,RapidoLog,WH-D4,5,1,60.9
ORD001024,CityHop,WH-A1,5,7,103.5
ORD001025,MetroDash,WH-C3,4,8,113.4
ORD001026,NovaShip,WH-C3,3,2,93.2
ORD001027,RapidoLog,WH-D4,3,2,37.7
ORD001028,NovaShip,WH-D4,0,0,41.2
ORD001029,RapidoLog,WH-C3,1,3,73.5
ORD001030,SwiftRun,WH-A1,3,5,56.6
ORD001031,NovaShip,WH-B2,1,4,65.0
ORD001032,SwiftRun,WH-A1,5,1,78.6
ORD001033,NovaShip,WH-A1,2,2,48.5
ORD001034,CityHop,WH-C3,4,8,77.7
ORD001035,NovaShip,WH-A1,1,8,85.6
ORD001036,CityHop,WH-C3,3,5,88.7
ORD001037,NovaShip,WH-C3,3,0,66.9
ORD001038,MetroDash,WH-C3,0,2,24.7
ORD001039,MetroDash,WH-D4,0,0,53.8
ORD001040,MetroDash,WH-C3,5,0,77.0
ORD001041,CityHop,WH-B2,0,0,86.3
ORD001042,NovaShip,WH-D4,0,6,67.2
ORD001043,RapidoLog,WH-A1,4,5,84.3
ORD001044,NovaShip,WH-A1,0,3,49.1
ORD001045,CityHop,WH-B2,2,2,54.7
ORD001046,CityHop,WH-B2,3,4,105.4
ORD001047,CityHop,WH-C3,5,8,119.7
ORD001048,NovaShip,WH-B2,2,8,85.2
ORD001049,MetroDash,WH-D4,5,7,90.7
ORD001050,SwiftRun,WH-C3,4,6,77.2
ORD001051,MetroDash,WH-D4,4,0,66.2
ORD001052,CityHop,WH-B2,0,5,55.8
ORD001053,CityHop,WH-D4,3,8,89.0
ORD001054,CityHop,WH-A1,1,8,95.2
ORD001055,CityHop,WH-A1,0,4,65.1
ORD001056,CityHop,WH-D4,5,8,114.9
ORD001057,NovaShip,WH-C3,0,7,65.3
ORD001058,NovaShip,WH-A1,1,1,72.7
ORD001059,MetroDash,WH-A1,5,4,90.4
ORD001060,RapidoLog,WH-A1,4,1,51.5
ORD001061,SwiftRun,WH-D4,2,2,88.9
